#x y z label
-136.328 127.645 -69.039 point_059
-134.735 127.288 -69.034 point_060
-133.142 126.886 -69.035 point_061
-131.773 126.546 -69.039 point_062
-130.516 126.237 -69.044 point_063
-129.440 125.999 -69.039 point_064
-127.891 125.673 -69.036 point_065
-126.120 125.213 -69.033 point_066
-124.764 124.880 -69.036 point_067
-123.023 124.442 -69.023 point_068
-121.762 124.166 -69.034 point_069
-120.266 123.788 -69.040 point_070
-124.248 124.736 -69.043 point_071
-119.497 123.590 -69.028 point_072
-118.427 123.347 -69.042 point_073
-117.221 123.087 -69.024 point_074
-115.628 122.674 -69.027 point_075
-114.090 122.346 -69.022 point_076
-112.433 121.925 -69.035 point_077
-110.752 121.513 -69.042 point_078
-108.816 121.051 -69.036 point_079
-107.131 120.649 -69.027 point_080
-105.747 120.312 -69.035 point_081
-104.256 119.955 -69.035 point_082
-102.620 119.604 -69.018 point_083
-101.275 119.290 -69.031 point_084
-99.772 118.903 -69.015 point_085
-98.447 118.608 -69.039 point_086
-96.283 118.096 -69.051 point_087
-94.906 117.743 -69.052 point_088
-93.828 117.508 -69.048 point_089
-91.794 117.025 -69.051 point_090
-90.295 116.672 -69.041 point_091
-88.780 116.280 -69.045 point_092
-87.159 115.921 -69.027 point_093
-86.053 115.628 -69.050 point_094
-84.665 115.309 -69.049 point_095
-83.230 114.951 -69.035 point_096
-81.809 114.657 -69.034 point_097
-80.235 114.238 -69.035 point_098
-78.671 113.910 -69.018 point_099
-77.541 113.575 -69.027 point_100
-76.526 113.358 -69.031 point_101
-74.990 112.930 -69.010 point_102
-73.562 112.548 -69.017 point_103
-72.565 112.398 -69.010 point_104
-70.815 111.936 -69.002 point_105
-68.614 111.429 -69.007 point_106
-67.070 111.089 -69.020 point_107
-65.030 110.581 -69.022 point_108
-63.443 110.226 -69.005 point_109
-62.298 109.920 -69.029 point_110
-61.087 109.651 -69.011 point_111
-60.529 109.478 -69.033 point_112
-60.303 110.383 -68.790 point_113
-60.034 111.615 -68.467 point_114
-59.698 112.990 -68.127 point_115
-59.332 114.376 -67.803 point_116
-59.091 115.509 -67.464 point_117
-58.801 116.655 -67.189 point_118
-58.541 117.735 -66.896 point_119
-58.270 118.960 -66.616 point_120
-57.987 120.110 -66.274 point_121
-57.743 121.120 -66.033 point_122
-57.543 121.964 -65.798 point_123
-57.330 122.942 -65.614 point_124
-57.089 123.845 -65.608 point_125
-56.813 125.034 -65.664 point_126
-56.500 126.376 -65.954 point_127
-56.311 127.156 -66.158 point_128
-56.096 128.036 -66.406 point_129
-55.848 129.108 -66.676 point_130
-55.505 130.490 -67.050 point_131
-55.159 131.939 -67.426 point_132
-54.811 133.462 -67.801 point_133
-54.308 135.505 -68.353 point_134
-54.677 134.437 -68.019 point_135
-54.023 136.832 -68.686 point_136
-53.310 139.699 -68.670 point_137
-53.732 137.906 -68.688 point_138
-53.525 138.888 -68.668 point_139
-52.925 141.212 -68.309 point_140
-52.560 142.922 -67.838 point_141
-52.154 144.547 -67.434 point_142
-51.758 146.216 -66.992 point_143
-51.434 147.606 -66.628 point_144
-51.142 148.869 -66.294 point_145
-50.791 150.252 -65.948 point_146
-50.541 151.325 -65.673 point_147
-50.353 152.109 -65.564 point_148
-50.062 153.242 -65.603 point_149
-49.814 154.395 -65.748 point_150
-49.439 155.950 -66.154 point_151
-49.124 157.258 -66.484 point_152
-48.789 158.571 -66.833 point_153
-48.384 160.354 -67.279 point_154
-47.892 162.351 -67.798 point_155
-47.491 164.121 -68.234 point_156
-47.117 165.632 -68.657 point_157
-46.823 167.035 -69.000 point_158
-48.212 167.238 -68.957 point_159
-49.564 167.687 -68.981 point_160
-51.044 167.987 -68.983 point_161
-52.461 168.220 -68.960 point_162
-53.824 168.734 -68.991 point_163
-55.397 169.119 -68.969 point_164
-57.273 169.589 -69.029 point_165
-59.166 169.966 -68.989 point_166
-60.769 170.404 -69.008 point_167
-62.499 170.689 -68.973 point_168
-64.310 171.267 -69.008 point_169
-66.240 171.742 -69.109 point_170
-67.971 172.140 -69.032 point_171
-70.005 172.627 -69.051 point_172
-71.606 173.008 -69.009 point_173
-73.448 173.397 -68.983 point_174
-75.351 173.867 -68.986 point_175
-77.384 174.389 -69.078 point_176
-79.313 174.864 -69.035 point_177
-81.005 175.242 -69.026 point_178
-83.155 175.774 -69.044 point_179
-85.073 176.251 -69.069 point_180
-86.839 176.668 -69.067 point_181
-88.728 177.087 -69.027 point_182
-90.464 177.508 -69.028 point_183
-92.221 177.864 -69.006 point_184
-93.999 178.352 -69.013 point_185
-95.726 178.786 -69.033 point_186
-97.271 179.154 -69.038 point_187
-99.325 179.642 -69.054 point_188
-101.183 180.091 -69.065 point_189
-103.011 180.527 -69.062 point_190
-104.886 180.968 -69.016 point_191
-106.994 181.387 -69.000 point_192
-108.682 181.896 -69.019 point_193
-109.997 182.202 -69.051 point_194
-111.668 182.600 -69.047 point_195
-113.133 182.931 -69.008 point_196
-114.756 183.318 -69.084 point_197
-115.801 183.556 -69.013 point_198
-117.187 183.882 -69.020 point_199
-118.814 184.284 -69.053 point_200
-120.975 184.800 -69.034 point_201
-122.813 185.224 -69.009 point_202
-124.747 185.679 -69.001 point_203
-126.736 186.173 -69.020 point_204
-128.674 186.611 -68.995 point_205
-130.515 186.986 -68.997 point_206
-132.513 187.524 -69.007 point_207
-134.354 188.031 -69.041 point_208
-136.231 188.487 -69.075 point_209
-138.033 188.901 -69.043 point_210
-139.690 189.262 -69.009 point_211
-141.279 189.666 -69.012 point_212
-142.692 189.877 -68.972 point_213
