#x y z label
-47.766 -23.689 -58.301 point_124
-49.222 -22.898 -58.709 point_125
-50.877 -22.017 -59.171 point_126
-51.903 -21.457 -59.469 point_127
-52.859 -20.946 -59.748 point_128
-53.700 -20.512 -59.999 point_129
-54.449 -21.838 -60.006 point_130
-55.212 -23.237 -60.014 point_131
-56.158 -25.040 -60.009 point_132
-57.422 -27.418 -59.996 point_133
-58.329 -29.077 -60.002 point_134
-58.805 -29.897 -59.991 point_135
-59.329 -30.708 -59.996 point_136
-60.179 -31.855 -60.002 point_137
-61.245 -33.177 -60.001 point_138
-62.060 -34.034 -59.980 point_139
-63.074 -34.963 -59.972 point_140
-64.238 -36.065 -59.966 point_141
-65.544 -36.899 -59.994 point_142
-66.581 -37.603 -59.995 point_143
-67.962 -38.389 -60.002 point_144
-69.680 -39.264 -59.990 point_145
-71.190 -39.811 -60.005 point_146
-72.381 -40.151 -60.022 point_147
-73.578 -40.541 -60.028 point_148
-74.987 -41.022 -60.003 point_149
-76.906 -41.602 -59.995 point_150
-78.712 -42.051 -60.022 point_151
-80.130 -42.512 -60.005 point_152
-81.412 -42.857 -60.025 point_153
-82.708 -43.369 -59.996 point_154
-84.186 -43.681 -60.045 point_155
-85.017 -44.027 -60.005 point_156
-86.491 -44.443 -59.998 point_157
-89.097 -45.272 -59.998 point_158
-91.362 -45.890 -60.004 point_159
-92.736 -46.242 -60.034 point_160
-94.068 -46.674 -60.032 point_161
-95.857 -47.227 -60.011 point_162
-97.254 -47.668 -60.014 point_163
-98.121 -47.948 -59.995 point_164
-99.277 -48.297 -60.009 point_165
-101.151 -48.962 -59.981 point_166
-103.702 -49.565 -60.102 point_167
-105.880 -50.241 -60.024 point_168
-107.963 -50.881 -60.014 point_169
-110.069 -51.476 -60.020 point_170
-111.787 -51.962 -60.024 point_171
-114.014 -52.746 -59.990 point_172
-116.089 -53.307 -60.021 point_173
-118.152 -53.864 -60.034 point_174
-120.533 -54.581 -60.022 point_175
-122.278 -55.115 -60.025 point_176
-124.398 -55.758 -60.020 point_177
-126.419 -56.350 -60.016 point_178
-129.169 -57.214 -60.034 point_179
-131.025 -57.730 -60.040 point_180
-132.862 -58.335 -60.015 point_181
-134.676 -58.905 -60.005 point_182
-136.092 -59.341 -59.999 point_183
-138.215 -59.933 -60.007 point_184
-139.838 -60.404 -60.009 point_185
-141.934 -61.101 -59.994 point_186
-143.834 -61.691 -60.002 point_187
-145.590 -62.128 -60.014 point_188
-147.942 -62.840 -60.006 point_189
-149.542 -63.481 -59.982 point_190
-151.267 -63.825 -60.035 point_191
-152.062 -64.081 -60.039 point_192
