#x y z label
-59.135 14.383 -60.059 point_070
-57.976 14.170 -60.066 point_071
-56.309 13.756 -60.072 point_072
-54.881 13.318 -60.093 point_073
-53.992 13.016 -60.059 point_074
-52.653 12.419 -60.072 point_075
-51.101 11.629 -60.116 point_076
-49.836 10.920 -60.068 point_077
-48.739 10.318 -60.075 point_078
-47.331 9.571 -60.091 point_079
-45.864 8.791 -60.080 point_080
-44.773 8.215 -60.079 point_081
-43.927 7.723 -60.067 point_082
-43.254 7.338 -60.043 point_083
-42.892 8.070 -59.815 point_084
-42.371 9.087 -59.511 point_085
-41.730 10.228 -59.196 point_086
-41.067 11.526 -58.801 point_087
-40.359 12.818 -58.439 point_088
-39.480 14.506 -57.944 point_089
-38.929 15.496 -57.652 point_090
-38.197 16.934 -57.243 point_091
-37.551 18.107 -56.885 point_092
-36.999 19.106 -56.605 point_093
-36.502 20.035 -56.458 point_094
-36.119 20.695 -56.428 point_095
-35.465 21.895 -56.543 point_096
-34.882 22.995 -56.815 point_097
-34.132 24.345 -57.220 point_098
-33.559 25.411 -57.541 point_099
-32.972 26.482 -57.855 point_100
-32.467 27.442 -58.130 point_101
-31.641 28.946 -58.589 point_102
-31.002 30.177 -58.930 point_103
-30.413 31.243 -59.253 point_104
-29.676 32.638 -59.661 point_105
-29.325 33.348 -59.869 point_106
-28.986 33.914 -60.052 point_107
-30.612 34.827 -60.053 point_108
-32.188 35.661 -60.015 point_109
-33.335 36.585 -60.022 point_110
-34.395 37.782 -60.011 point_111
-34.773 38.638 -60.034 point_112
-35.184 39.651 -60.038 point_113
-35.443 40.675 -60.024 point_114
-35.492 41.875 -60.040 point_115
-35.379 42.865 -60.066 point_116
-35.142 43.931 -60.050 point_117
-34.749 45.058 -60.036 point_118
-34.114 46.120 -60.064 point_119
-33.700 46.965 -60.040 point_120
-33.400 47.496 -60.055 point_121
-33.209 47.932 -60.046 point_122
-34.126 48.493 -59.756 point_123
-35.078 49.009 -59.509 point_124
-36.041 49.517 -59.184 point_125
-36.889 49.953 -58.940 point_126
-37.837 50.495 -58.688 point_127
-39.092 51.184 -58.278 point_128
-40.297 51.845 -57.960 point_129
-41.485 52.474 -57.611 point_130
-42.544 53.027 -57.295 point_131
-43.651 53.623 -56.967 point_132
-44.339 53.993 -56.761 point_133
-45.025 54.376 -56.588 point_134
-45.637 54.707 -56.538 point_135
-46.319 55.063 -56.471 point_136
-47.068 55.479 -56.499 point_137
-48.054 55.996 -56.623 point_138
-49.024 56.530 -56.921 point_139
-50.054 57.089 -57.210 point_140
-50.997 57.591 -57.473 point_141
-52.274 58.292 -57.859 point_142
-53.972 59.182 -58.356 point_143
-55.293 59.920 -58.743 point_144
-56.652 60.662 -59.147 point_145
-58.003 61.344 -59.527 point_146
-59.004 61.939 -59.811 point_147
-59.663 62.271 -59.995 point_148
-60.248 61.243 -60.050 point_149
-60.887 60.110 -60.097 point_150
-61.734 58.515 -60.032 point_151
-62.670 56.803 -60.046 point_152
-63.685 54.883 -60.013 point_153
-64.473 53.499 -60.015 point_154
-65.336 52.133 -60.017 point_155
-66.356 50.723 -60.044 point_156
-67.701 49.137 -60.035 point_157
-68.652 48.229 -60.064 point_158
-69.453 47.399 -60.006 point_159
-70.254 46.819 -60.036 point_160
-71.423 45.912 -60.015 point_161
-72.884 44.978 -60.026 point_162
-73.844 44.436 -60.044 point_163
-75.037 43.861 -60.062 point_164
-76.193 43.287 -60.010 point_165
-77.695 42.782 -60.053 point_166
-79.214 42.237 -60.012 point_167
-80.942 41.786 -60.022 point_168
-82.557 41.292 -60.017 point_169
-84.386 40.745 -60.025 point_170
-85.917 40.313 -60.021 point_171
-87.095 39.938 -60.029 point_172
-88.496 39.522 -60.034 point_173
-90.516 38.980 -60.050 point_174
-92.301 38.396 -60.027 point_175
-94.433 37.740 -60.001 point_176
-96.312 37.181 -60.005 point_177
-98.195 36.663 -60.024 point_178
-99.657 36.123 -59.999 point_179
-101.490 35.620 -59.998 point_180
-103.273 35.154 -60.010 point_181
-104.717 34.607 -59.996 point_182
-106.739 34.108 -60.015 point_183
-108.593 33.510 -60.006 point_184
-110.443 33.000 -60.007 point_185
-112.250 32.480 -60.015 point_186
-113.715 32.049 -60.043 point_187
-116.016 31.272 -60.008 point_188
-117.991 30.748 -60.021 point_189
-119.505 30.284 -60.009 point_190
-121.326 29.713 -60.008 point_191
-122.891 29.207 -59.991 point_192
-124.508 28.815 -60.040 point_193
-126.178 28.305 -60.030 point_194
-127.984 27.733 -60.020 point_195
-129.600 27.300 -60.052 point_196
-131.490 26.731 -60.027 point_197
-133.175 26.174 -60.002 point_198
-135.008 25.679 -60.013 point_199
-137.040 25.082 -60.006 point_200
-138.630 24.651 -60.088 point_201
-140.794 23.939 -60.014 point_202
-142.597 23.438 -60.031 point_203
-144.600 22.846 -60.028 point_204
-146.101 22.420 -60.037 point_205
-148.156 21.776 -60.017 point_206
-150.007 21.284 -60.059 point_207
-152.202 20.588 -60.021 point_208
-153.980 20.094 -60.080 point_209
-156.535 19.245 -60.014 point_210
-157.734 18.894 -60.020 point_211
