#x y z label
155.392 -39.620 -72.053 point_074
153.359 -38.472 -72.075 point_075
151.230 -37.302 -72.086 point_076
149.747 -36.508 -72.081 point_077
148.445 -35.871 -72.081 point_078
148.614 -35.418 -63.037 point_079
149.983 -34.147 -63.032 point_080
151.142 -33.018 -63.023 point_081
151.978 -32.278 -62.998 point_082
152.026 -32.204 -61.731 point_083
153.157 -32.106 -61.566 point_084
154.570 -31.972 -61.430 point_085
155.634 -31.767 -61.289 point_086
156.708 -31.517 -61.158 point_087
157.617 -31.360 -61.134 point_088
159.035 -30.936 -60.950 point_089
160.277 -30.534 -60.788 point_090
161.448 -30.223 -60.690 point_091
162.424 -29.871 -60.508 point_092
163.806 -29.481 -60.369 point_093
165.009 -29.122 -60.215 point_094
166.108 -28.825 -60.104 point_095
167.121 -28.440 -59.926 point_096
168.202 -28.183 -59.825 point_097
169.082 -27.916 -59.721 point_098
170.770 -27.410 -59.504 point_099
171.394 -27.232 -59.439 point_100
172.220 -26.982 -59.332 point_101
173.076 -26.732 -59.231 point_102
174.028 -26.391 -59.086 point_103
175.288 -26.078 -58.954 point_104
176.310 -25.727 -58.806 point_105
177.831 -25.322 -58.643 point_106
179.155 -24.905 -58.451 point_107
180.281 -24.523 -58.292 point_108
181.717 -24.142 -58.139 point_109
183.082 -23.780 -57.992 point_110
184.273 -23.421 -57.839 point_111
185.584 -23.021 -57.687 point_112
186.607 -22.726 -57.562 point_113
187.904 -22.343 -57.405 point_114
188.870 -22.054 -57.281 point_115
189.675 -21.791 -57.174 point_116
190.688 -21.454 -57.025 point_117
192.213 -21.034 -56.880 point_118
193.517 -20.648 -56.693 point_119
194.910 -20.209 -56.515 point_120
196.241 -19.807 -56.350 point_121
197.291 -19.493 -56.227 point_122
198.504 -19.106 -56.095 point_123
199.174 -18.835 -55.900 point_124
198.905 -18.286 -56.015 point_125
198.372 -16.404 -56.022 point_126
197.735 -14.211 -56.024 point_127
197.071 -11.976 -56.044 point_128
196.467 -9.878 -56.043 point_129
195.901 -8.108 -56.015 point_130
195.341 -6.066 -56.044 point_131
194.815 -4.204 -56.101 point_132
194.200 -2.229 -56.038 point_133
193.637 -0.374 -56.077 point_134
193.126 1.097 -56.022 point_135
192.560 3.072 -56.020 point_136
192.082 4.728 -56.024 point_137
191.382 6.954 -56.027 point_138
190.895 8.465 -56.029 point_139
190.228 10.766 -56.033 point_140
189.475 12.867 -56.059 point_141
189.028 14.977 -56.003 point_142
188.310 17.588 -56.001 point_143
187.142 20.409 -56.049 point_144
186.439 23.266 -56.059 point_145
185.873 25.457 -56.036 point_146
185.345 27.055 -56.034 point_147
183.581 26.444 -56.196 point_148
181.963 26.072 -56.411 point_149
179.603 25.434 -56.777 point_150
176.625 24.470 -57.044 point_151
175.040 23.993 -57.231 point_152
172.244 23.127 -57.534 point_153
167.752 21.878 -58.176 point_154
163.809 20.608 -58.581 point_155
159.323 19.356 -59.184 point_156
156.501 18.529 -59.554 point_157
153.837 17.621 -59.820 point_158
151.224 16.906 -60.181 point_159
148.059 16.019 -60.611 point_160
144.388 14.929 -61.069 point_161
142.350 14.247 -61.266 point_162
139.839 13.592 -61.643 point_163
137.935 13.001 -61.842 point_164
136.244 12.487 -62.042 point_165
134.348 11.892 -62.273 point_166
133.015 11.468 -62.410 point_167
131.586 11.105 -62.625 point_168
129.933 10.573 -62.811 point_169
128.248 10.096 -63.034 point_170
126.753 9.603 -63.187 point_171
125.333 9.227 -63.395 point_172
123.595 8.648 -63.561 point_173
122.200 8.294 -63.772 point_174
120.103 7.698 -64.044 point_175
118.745 7.258 -64.186 point_176
116.963 6.711 -64.387 point_177
114.784 6.131 -64.720 point_178
113.008 5.504 -64.866 point_179
111.309 5.110 -65.165 point_180
109.150 4.406 -65.391 point_181
107.656 3.914 -65.524 point_182
105.812 3.373 -65.723 point_183
103.997 2.832 -65.896 point_184
102.487 2.452 -66.016 point_185
99.971 1.679 -66.032 point_186
98.034 1.082 -66.065 point_187
96.488 0.314 -66.077 point_188
94.924 -0.905 -65.993 point_189
93.614 -2.360 -66.014 point_190
92.651 -3.843 -66.063 point_191
91.593 -5.845 -66.035 point_192
90.685 -7.616 -65.977 point_193
89.702 -9.283 -66.131 point_194
88.869 -10.922 -66.011 point_195
87.860 -12.789 -66.031 point_196
86.377 -15.476 -66.040 point_197
85.686 -16.752 -66.017 point_198
84.816 -18.381 -66.000 point_199
83.762 -20.306 -66.001 point_200
83.005 -21.722 -65.985 point_201
82.263 -23.148 -65.971 point_202
81.471 -24.679 -65.948 point_203
80.646 -26.127 -65.981 point_204
79.915 -27.417 -65.984 point_205
79.134 -28.877 -65.999 point_206
78.551 -30.010 -65.980 point_207
77.813 -31.271 -66.012 point_208
77.208 -32.504 -65.969 point_209
76.451 -33.884 -65.974 point_210
75.457 -35.700 -66.064 point_211
74.772 -37.038 -65.978 point_212
73.878 -38.560 -66.075 point_213
73.095 -39.973 -66.024 point_214
72.363 -41.547 -66.035 point_215
71.956 -42.937 -66.046 point_216
71.783 -44.197 -66.084 point_217
71.708 -45.298 -66.049 point_218
71.798 -46.357 -66.043 point_219
