#x y z label
35.600 199.999 -60.003 point_080
34.874 199.777 -60.007 point_081
34.185 199.587 -59.984 point_082
33.561 199.430 -60.016 point_083
32.821 199.176 -59.994 point_084
32.130 198.982 -60.026 point_085
31.264 198.621 -59.987 point_086
30.579 198.349 -60.032 point_087
29.666 197.905 -59.998 point_088
29.026 197.617 -59.995 point_089
28.231 197.174 -60.002 point_090
27.165 196.554 -60.008 point_091
26.075 195.873 -59.994 point_092
25.216 195.153 -60.006 point_093
24.398 194.531 -60.003 point_094
23.753 193.943 -60.002 point_095
23.063 193.290 -60.023 point_096
22.087 192.239 -60.011 point_097
21.404 191.424 -59.992 point_098
20.883 190.767 -60.003 point_099
20.194 189.752 -60.005 point_100
19.889 189.341 -60.150 point_101
18.772 187.489 -60.015 point_102
17.966 185.974 -60.007 point_103
16.924 184.490 -59.943 point_104
16.233 182.830 -59.979 point_105
15.126 180.937 -59.961 point_106
14.184 179.081 -59.963 point_107
13.278 177.520 -59.981 point_108
12.509 175.972 -59.973 point_109
11.662 174.370 -59.962 point_110
10.849 172.873 -59.970 point_111
9.820 170.948 -60.005 point_112
8.902 169.232 -60.000 point_113
7.977 167.514 -60.028 point_114
7.137 165.967 -60.009 point_115
6.134 164.166 -59.993 point_116
5.333 162.788 -59.989 point_117
4.606 161.296 -60.005 point_118
3.559 161.825 -59.735 point_119
2.514 162.379 -59.420 point_120
1.149 163.179 -58.979 point_121
-0.334 163.950 -58.568 point_122
-1.718 164.698 -58.163 point_123
-3.108 165.446 -57.768 point_124
-4.114 165.967 -57.494 point_125
-5.134 166.551 -57.172 point_126
-6.488 167.308 -56.771 point_127
-8.037 168.097 -56.432 point_128
-9.146 168.672 -56.441 point_129
-10.173 169.264 -56.562 point_130
-10.917 169.635 -56.880 point_131
-11.573 169.993 -56.922 point_132
-12.329 170.403 -57.145 point_133
-13.622 171.099 -57.503 point_134
-14.621 171.640 -57.849 point_135
-15.381 172.106 -58.033 point_136
-15.931 172.350 -58.267 point_137
-16.785 172.853 -58.472 point_138
-17.527 173.248 -58.713 point_139
-18.398 173.741 -58.955 point_140
-19.125 174.124 -59.194 point_141
-20.064 174.711 -59.467 point_142
-20.974 175.142 -59.781 point_143
-21.928 175.618 -60.038 point_144
-21.244 176.763 -60.007 point_145
-20.499 178.145 -59.999 point_146
-19.816 179.459 -59.996 point_147
-18.967 180.968 -60.000 point_148
-18.241 182.365 -60.002 point_149
-17.541 183.989 -60.006 point_150
-17.027 185.714 -60.013 point_151
-16.773 187.025 -60.005 point_152
-16.715 188.489 -60.031 point_153
-16.716 190.107 -60.022 point_154
-17.086 192.479 -60.019 point_155
-17.692 194.341 -60.025 point_156
-18.444 196.078 -60.012 point_157
-19.465 197.640 -60.019 point_158
-20.515 198.903 -60.046 point_159
-21.943 200.294 -60.023 point_160
-23.388 201.471 -59.989 point_161
-24.802 202.302 -59.988 point_162
-26.409 202.962 -60.031 point_163
-28.192 203.537 -60.089 point_164
-30.066 204.058 -59.998 point_165
-31.742 204.426 -60.012 point_166
-33.505 204.839 -60.030 point_167
-35.354 205.333 -59.993 point_168
-37.031 205.697 -60.023 point_169
-38.750 206.110 -60.025 point_170
-40.432 206.518 -60.031 point_171
-42.446 206.965 -60.066 point_172
-44.127 207.398 -60.027 point_173
-45.794 207.809 -60.013 point_174
-47.600 208.215 -60.030 point_175
-49.242 208.687 -59.998 point_176
-51.142 209.064 -60.007 point_177
-52.855 209.540 -59.997 point_178
-54.630 209.871 -60.053 point_179
-56.302 210.384 -59.986 point_180
-58.078 210.764 -60.022 point_181
-59.810 211.274 -59.973 point_182
-61.627 211.591 -60.017 point_183
-63.337 212.069 -59.987 point_184
-65.113 212.480 -60.000 point_185
-67.014 212.937 -60.009 point_186
-68.615 213.383 -59.979 point_187
-70.340 213.781 -59.970 point_188
-71.872 214.044 -60.000 point_189
-73.207 214.480 -59.977 point_190
-74.696 214.754 -60.001 point_191
-75.582 214.887 -60.036 point_192
-76.585 215.160 -60.062 point_193
-76.412 215.937 -59.858 point_194
-76.074 217.352 -59.483 point_195
-75.699 218.720 -59.081 point_196
-75.314 220.499 -58.640 point_197
-74.745 222.479 -58.076 point_198
-74.456 224.075 -57.673 point_199
-74.106 225.497 -57.280 point_200
-73.770 226.944 -56.955 point_201
-73.394 228.268 -56.563 point_202
-73.188 229.393 -56.468 point_203
-72.997 230.098 -56.469 point_204
-72.801 230.964 -56.509 point_205
-72.519 231.923 -56.703 point_206
-72.311 233.087 -57.003 point_207
-71.977 234.190 -57.311 point_208
-71.680 235.455 -57.631 point_209
-71.437 236.590 -57.932 point_210
-71.114 237.890 -58.259 point_211
-70.846 239.160 -58.604 point_212
-70.562 240.159 -58.862 point_213
-70.320 241.429 -59.196 point_214
-70.084 242.402 -59.447 point_215
-69.820 243.448 -59.713 point_216
